#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1443	NR_128858	chr1	-	112507626	112507709	112507709	112507709	1	112507626,	112507709,	0	MIR769	unk	unk	-1,
1445	NM_001252412	chr1	+	112782530	112788031	112782579	112787940	5	112782530,112784332,112787856,112787881,112787923,	112782581,112784513,112787877,112787920,112788031,	0	SNRPD2	cmpl	cmpl	0,2,1,0,1,
1445	NR_049482	chr1	+	112813456	112813545	112813545	112813545	1	112813456,	112813545,	0	MIR330	unk	unk	-1,
1446	NM_001003256	chr1	-	112941416	112954090	112942226	112954045	13	112941416,112942390,112943100,112943346,112943592,112943786,112944442,112944696,112945070,112945613,112946767,112947024,112954040,	112942264,112942448,112943191,112943392,112943632,112943838,112944543,112944938,112945120,112945707,112946933,112947196,112954090,	0	VASP	cmpl	cmpl	1,0,2,1,0,2,0,1,2,1,0,2,0,
1447	NM_001313776	chr1	+	113101366	113110146	113103645	113109803	8	113101366,113103626,113104303,113104918,113107448,113108476,113108905,113109624,	113101415,113103838,113104458,113105051,113107620,113108600,113109095,113110146,	0	CKM	cmpl	cmpl	-1,0,1,0,1,2,0,1,
1450	NM_001003368	chr1	-	113395947	113396358	113395947	113396328	2	113395947,113396273,	113396108,113396358,	0	APOC2	incmpl	cmpl	1,0,
1450	NM_001197048	chr1	-	113410464	113412850	113410603	113412668	4	113410464,113411967,113412610,113412824,	113410664,113412115,113412688,113412850,	0	APOC1	cmpl	cmpl	2,1,0,-1,
1451	NM_001286998	chr1	-	113543723	113551474	113543723	113551474	6	113543723,113545469,113547978,113549248,113549845,113551437,	113543734,113545796,113548257,113549524,113550190,113551474,	0	CEACAM16	cmpl	cmpl	1,1,1,1,1,0,
1457	NM_001286980	chr1	-	114334376	114337511	114334450	114335845	2	114334376,114337436,	114335910,114337511,	0	LOC476445	cmpl	cmpl	0,-1,
1458	NM_001286982	chr1	+	114440839	114463937	114441005	114463852	17	114440839,114441425,114449383,114457246,114458324,114458494,114458820,114459002,114459267,114460047,114460950,114461176,114461720,114461871,114463082,114463557,114463738,	114441056,114441518,114449494,114457405,114458399,114458600,114458930,114459114,114459520,114460164,114461044,114461309,114461775,114462011,114463173,114463633,114463937,	0	XRCC1	cmpl	cmpl	0,0,0,0,0,0,1,0,1,2,2,0,1,2,1,2,0,
1459	NM_001113459	chr1	+	114661581	114672522	114661610	114672509	7	114661581,114662501,114670237,114671314,114671690,114672147,114672443,	114661674,114662861,114670358,114671367,114671722,114672189,114672522,	0	CAECAM1	cmpl	cmpl	0,1,1,2,1,0,0,
1459	NM_001097554	chr1	+	114637512	114648111	114637541	114647976	6	114637512,114638416,114645791,114646876,114647259,114647727,	114637605,114638776,114645912,114646929,114647291,114648111,	0	CEACAM24	cmpl	cmpl	0,1,1,2,1,0,
1459	NM_001097552	chr1	+	114604307	114620572	114604307	114620553	10	114604307,114604373,114606666,114607779,114616916,114618273,114619358,114619731,114620177,114620487,	114604373,114604667,114606945,114608034,114617195,114618394,114619411,114619763,114620219,114620572,	0	CEACAM23	incmpl	cmpl	0,1,1,1,1,1,2,1,0,0,
1460	NM_001097557	chr1	+	114794550	114809492	114794579	114809492	9	114794550,114795453,114799510,114800382,114801847,114806711,114807552,114808291,114809372,	114794643,114795813,114799789,114800637,114802123,114806838,114807605,114808323,114809492,	0	CEACAM1	cmpl	cmpl	0,1,1,1,1,1,2,1,0,
1460	NM_001097553	chr1	+	114704757	114726760	114704781	114726754	8	114704757,114705655,114720115,114724444,114725526,114725920,114726380,114726688,	114704845,114706015,114720391,114724565,114725594,114725952,114726422,114726760,	0	CEACAM30	cmpl	cmpl	0,1,1,1,2,1,0,0,
1460	NM_001097546	chr1	+	114704752	114726772	114704781	114726754	9	114704752,114705655,114708944,114720115,114724444,114725541,114725920,114726380,114726688,	114704845,114706015,114709220,114720391,114724565,114725594,114725952,114726422,114726772,	0	CEACAM28	cmpl	cmpl	0,1,1,1,1,2,1,0,0,
1464	NM_001003014	chr1	+	115251508	115254103	115251582	115253991	5	115251508,115251948,115252422,115253716,115253902,	115251638,115252161,115252520,115253818,115254103,	0	RABAC1	cmpl	cmpl	0,2,2,1,1,
1464	NM_001313834	chr1	-	115319801	115323350	115320051	115323256	5	115319801,115320303,115321154,115321437,115323177,	115320171,115320372,115321273,115321761,115323350,	0	CD79A	cmpl	cmpl	0,0,1,1,0,
1465	NM_001097552	chr1	-	115366831	115374164	115366835	115374135	5	115366831,115369766,115370415,115372900,115374071,	115366901,115370021,115370694,115373244,115374164,	0	CEACAM23	cmpl	cmpl	0,1,1,2,0,
1466	NM_001003309	chr1	+	115538140	115552350	115538185	115552213	7	115538140,115541637,115543468,115545242,115545501,115551427,115552054,	115538540,115541798,115543586,115545320,115545649,115551581,115552350,	0	TGFB1	cmpl	cmpl	0,1,0,1,1,2,0,
1468	NM_001037345	chr1	-	115840747	115846750	115840747	115846750	9	115840747,115841476,115842245,115842840,115843468,115844792,115845181,115846139,115846570,	115840929,115841618,115842433,115842982,115843645,115844953,115845331,115846302,115846750,	0	CYP2A13	cmpl	cmpl	1,0,1,0,0,1,1,0,0,
1468	NM_001048027	chr1	+	115809009	115815247	115809009	115815247	9	115809009,115809468,115810130,115810508,115812352,115813018,115813567,115814376,115815065,	115809189,115809631,115810280,115810669,115812529,115813160,115813755,115814518,115815247,	0	CYP2A7	cmpl	cmpl	0,0,1,1,0,0,1,0,1,
1469	NM_001003275	chr1	-	115911880	115920510	115915518	115920400	8	115911880,115915503,115915743,115916847,115917087,115918754,115919113,115920384,	115912252,115915634,115915839,115917002,115917150,115918869,115919194,115920510,	0	RAB4B	cmpl	cmpl	-1,1,1,2,2,1,1,0,
1469	NR_128857	chr1	+	115939876	115940001	115940001	115940001	1	115939876,	115940001,	0	MIR8892	unk	unk	-1,
1472	NM_001012340	chr1	+	116297439	116315357	116297439	116315357	11	116297439,116306967,116307568,116309499,116310626,116311541,116313003,116313339,116313913,116314109,116315277,	116297540,116307121,116307700,116309565,116310695,116311664,116313132,116313554,116314001,116314212,116315357,	0	AKT2	cmpl	cmpl	0,2,0,0,0,0,0,0,2,0,1,
1473	NM_001360006	chr1	+	116401478	116402388	116401478	116402378	1	116401478,	116402388,	0	CANFAMV1R558	cmpl	cmpl	0,
1479	NM_001284470	chr1	+	117202885	117210647	117202904	117210627	9	117202885,117203254,117204887,117207317,117209521,117209745,117210002,117210230,117210480,	117202949,117203343,117205092,117207452,117209560,117209775,117210091,117210396,117210647,	0	LGALS4	cmpl	cmpl	0,0,2,0,0,0,0,2,0,
1482	NM_001286963	chr1	-	117608913	117637436	117609401	117637131	7	117608913,117611363,117611743,117612490,117613815,117616635,117637025,	117609568,117611402,117611905,117612544,117613875,117616806,117637436,	0	SPINT2	cmpl	cmpl	1,1,1,1,1,1,0,
1498	NM_001284449	chr1	-	119796335	119797625	119796472	119797373	4	119796335,119796770,119797312,119797601,	119796612,119796875,119797469,119797625,	0	PSENEN	cmpl	cmpl	1,1,0,-1,
1498	NM_001313832	chr1	+	119740736	119751737	119740831	119751675	10	119740736,119741082,119741367,119741588,119744969,119745127,119745359,119749886,119750438,119751490,	119741005,119741279,119741506,119741675,119745050,119745283,119745526,119749997,119750524,119751737,	0	PRODH2	cmpl	cmpl	0,0,2,0,0,0,0,2,2,1,
1500	NM_001003342	chr1	+	120013195	120025391	120013212	120025030	22	120013195,120013317,120013541,120013955,120015140,120015501,120015940,120016824,120017336,120017526,120018150,120019083,120020568,120020782,120021025,120021285,120022379,120022856,120024044,120024527,120024718,120025001,	120013224,120013458,120013601,120014159,120015254,120015754,120016209,120017023,120017446,120017661,120018343,120019259,120020705,120020933,120021194,120021440,120022503,120023002,120024178,120024629,120024810,120025391,	0	ATP4A	cmpl	cmpl	0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,1,0,1,0,2,2,1,
1501	NM_001024642	chr1	+	120075785	120078977	120075807	120078852	6	120075785,120077460,120077586,120077799,120078491,120078813,	120075894,120077499,120077628,120077844,120078539,120078977,	0	KRTDAP	cmpl	cmpl	0,0,0,0,0,0,
1502	NM_001007140	chr1	-	120214047	120215104	120214048	120215082	3	120214047,120214255,120214995,	120214159,120214315,120215104,	0	HAMP	cmpl	cmpl	0,0,0,
1503	NM_001195142	chr1	-	120344684	120349031	120344958	120347733	8	120344684,120344929,120345178,120346129,120346558,120347168,120347672,120348910,	120344821,120344981,120345228,120346166,120346633,120347201,120347737,120349031,	0	FXYD1	cmpl	cmpl	-1,1,2,1,1,1,0,-1,
1503	NM_001195143	chr1	-	120344684	120349031	120344958	120347733	7	120344684,120345178,120346129,120346558,120347168,120347672,120348910,	120344981,120345228,120346166,120346633,120347201,120347737,120349031,	0	FXYD1	cmpl	cmpl	1,2,1,1,1,0,-1,
1503	NM_001025398	chr1	-	120412876	120419113	120412999	120419113	5	120412876,120412994,120413385,120417973,120418945,	120412908,120413066,120413527,120418214,120419113,	0	SCN1B	cmpl	incmpl	-1,2,1,0,0,
1516	NM_001048109	chr1	+	122118197	122141419	122118887	122141364	13	122118197,122118864,122120306,122120672,122121105,122121463,122122139,122122628,122124221,122129975,122131028,122139626,122141299,	122118248,122118983,122120454,122120915,122121231,122121563,122122184,122122752,122124325,122130072,122131178,122139801,122141419,	0	SLC7A9	cmpl	cmpl	-1,0,0,1,1,1,2,2,0,2,0,0,1,
1541	NR_049503	chr1	+	125350499	125350568	125350568	125350568	1	125350499,	125350568,	0	MIR578	unk	unk	-1,
17	NM_001003362	chr2	-	74366507	74475019	74367326	74475012	17	74366507,74367320,74370315,74371551,74379975,74405348,74415086,74424661,74428085,74431961,74435114,74442314,74445361,74452871,74465407,74467961,74474541,	74366666,74367425,74370396,74371653,74380104,74405525,74415292,74424834,74428183,74432114,74435202,74442533,74445437,74452914,74465512,74468174,74475019,	0	EPB41	cmpl	cmpl	-1,0,0,0,0,0,1,2,0,0,2,2,1,0,0,0,0,
19	NM_001031633	chr2	+	84932265	84951816	84932267	84951802	9	84932265,84934738,84937838,84939131,84939703,84941033,84949185,84950010,84951712,	84932399,84935114,84937873,84939308,84939793,84941181,84949365,84950120,84951816,	0	CASP9	cmpl	cmpl	0,0,1,0,0,0,1,1,0,
94	NM_001287030	chr2	+	22316880	22450843	22316880	22450843	8	22316880,22317643,22379208,22412856,22442132,22446192,22448798,22450374,	22316981,22317742,22379298,22412943,22442277,22446305,22448891,22450843,	0	ST8SIA6	cmpl	cmpl	0,2,2,2,2,0,2,2,
94	NM_001003148	chr2	+	22619019	22876740	22619092	22876400	67	22619019,22619595,22620630,22621249,22624091,22624860,22630035,22631113,22633541,22634571,22636552,22636864,22638214,22641132,22644029,22646322,22647232,22663415,22663787,22666356,22666863,22670766,22684592,22686323,22686887,22687830,22690614,22709958,22731440,22736396,22738057,22758103,22759876,22761319,22761336,22762443,22770730,22771808,22773641,22780606,22785411,22787663,22788014,22792129,22793489,22794855,22795699,22796951,22802139,22803383,22806235,22808367,22809017,22810732,22816199,22818519,22828232,22831058,22834139,22854624,22863777,22864660,22867684,22868767,22871688,22873432,22876292,	22619205,22619725,22620726,22621288,22624193,22624964,22630162,22631276,22633673,22634667,22636671,22637051,22638327,22641367,22644211,22646485,22647420,22663560,22663966,22666522,22667080,22670897,22684785,22686484,22687069,22687987,22690802,22710109,22731622,22736571,22738228,22758219,22759987,22761332,22761448,22762576,22770936,22771993,22773834,22780804,22785558,22787854,22788198,22792304,22793668,22795065,22795840,22797133,22802311,22803590,22806385,22808489,22809243,22810920,22816356,22818669,22828433,22831188,22834357,22854833,22863940,22864866,22867832,22868949,22871854,22873668,22876740,	0	CUBN	cmpl	cmpl	0,2,0,0,0,0,2,0,1,1,1,0,1,0,1,0,1,0,1,0,1,2,1,2,1,0,1,0,1,0,1,2,1,1,0,1,2,1,0,1,1,1,0,1,2,1,1,1,0,1,1,1,0,1,0,1,1,1,2,1,0,1,0,1,0,1,0,
97	NM_001253721	chr2	+	26073650	26091497	26073818	26091243	9	26073650,26077231,26078714,26079646,26082548,26083972,26086224,26088942,26091189,	26073893,26077290,26078825,26079815,26082630,26084154,26086374,26089077,26091497,	0	LOC478001	cmpl	cmpl	0,0,2,2,0,1,0,0,0,
104	NM_001003211	chr2	+	32737561	32788069	32737611	32788030	8	32737561,32776287,32778602,32780877,32782824,32783348,32784492,32788008,	32737675,32776470,32778713,32781084,32782905,32783420,32784559,32788069,	0	IL2RA	cmpl	cmpl	0,1,1,1,1,1,1,2,
109	NM_001204095	chr2	+	38468098	38586987	38468252	38586556	34	38468098,38493865,38499385,38500541,38501383,38503411,38505761,38517960,38518680,38519567,38540063,38543149,38543485,38545389,38553307,38559794,38560303,38560905,38561529,38562377,38564808,38565221,38567038,38567824,38573401,38574712,38575635,38578380,38578905,38583267,38584507,38585251,38586066,38586496,	38468543,38494019,38499542,38500689,38501531,38503645,38505856,38518198,38518872,38519677,38540151,38543277,38543629,38545492,38554066,38559940,38560415,38561051,38561672,38562591,38564984,38565384,38567134,38567941,38573576,38575169,38575782,38578530,38580515,38583444,38584708,38585427,38586231,38586987,	0	ANKHD1	cmpl	cmpl	0,0,1,2,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,2,0,2,0,0,0,1,2,2,2,1,1,1,0,0,
112	NM_001302828	chr2	-	40977435	41087661	40977447	41087652	8	40977435,40978154,40986546,40989554,40990672,40995894,41001780,41086456,	40977600,40978312,40986677,40989699,40990951,40996011,41001944,41087661,	0	NR3C1	cmpl	cmpl	0,1,2,1,1,1,2,0,
127	NM_001003195	chr2	+	57373330	57418462	57373400	57418138	9	57373330,57377347,57380689,57380755,57400848,57409343,57413902,57415356,57418036,	57373450,57378023,57380755,57380850,57400994,57409559,57414074,57415398,57418462,	0	OCLN	cmpl	cmpl	0,2,0,1,0,2,2,0,0,
127	NM_001286232	chr2	-	57263442	57279904	57263729	57279899	5	57263442,57267577,57268035,57278851,57279871,	57263922,57267723,57268094,57278944,57279904,	0	AK6	cmpl	cmpl	2,0,1,1,0,
127	NM_001286231	chr2	-	57276939	57279889	57277078	57277876	3	57276939,57278851,57279871,	57277893,57278944,57279889,	0	TAF9	cmpl	cmpl	0,-1,-1,
131	NM_001284462	chr2	+	61454475	61519006	61457069	61519006	33	61454475,61457061,61459312,61459652,61460497,61460707,61460934,61462248,61462676,61463081,61464093,61465855,61472212,61473780,61479605,61480378,61485850,61488512,61491092,61492297,61493339,61494271,61494595,61496561,61497434,61502582,61503428,61505460,61505658,61508745,61509122,61515889,61518718,	61454528,61457243,61459364,61459725,61460618,61460750,61460965,61462324,61462716,61463241,61464169,61465892,61472375,61473861,61479693,61480415,61486010,61488620,61491250,61492456,61493548,61494322,61494682,61496626,61497557,61502724,61503588,61505558,61505742,61508864,61509269,61516109,61519006,	0	CNGB1	cmpl	cmpl	-1,0,0,1,2,0,1,2,0,1,2,0,1,2,2,0,1,2,2,1,1,0,0,0,2,2,0,1,0,0,2,2,0,
132	NM_001003150	chr2	-	62520851	62523438	62521043	62523399	3	62520851,62521683,62523368,	62521135,62521749,62523438,	0	MT4	cmpl	cmpl	1,1,0,
133	NM_001003085	chr2	+	63156755	63186003	63156759	63185825	14	63156755,63161027,63164588,63166584,63168930,63170765,63171855,63174695,63178299,63179645,63180000,63184213,63185332,63185641,	63156811,63161232,63164733,63166718,63169084,63170870,63171960,63174734,63178440,63179726,63180148,63184345,63185405,63186003,	0	CES1	cmpl	cmpl	0,1,2,0,2,0,0,0,0,0,0,1,1,2,
144	NM_001205212	chr2	-	74838917	74855106	74840299	74846501	10	74838917,74841440,74841926,74842302,74842950,74843187,74844329,74844688,74846428,74855030,	74840475,74841593,74842046,74842458,74843073,74843284,74844509,74844876,74846510,74855106,	0	RCC1	cmpl	cmpl	1,1,1,1,1,0,0,1,0,-1,
146	NM_001038648	chr2	-	77289114	77349517	77290167	77349407	11	77289114,77295770,77299304,77301554,77303104,77323851,77325568,77327140,77331969,77333493,77349327,	77290370,77295945,77299425,77301737,77303263,77324353,77325747,77327264,77332096,77333635,77349517,	0	MACO1	cmpl	cmpl	1,0,2,2,2,1,2,1,0,2,0,
148	NM_001003025	chr2	+	78773211	78774339	78773274	78773753	3	78773211,78773693,78774300,	78773574,78773776,78774339,	0	ID3	cmpl	cmpl	0,0,-1,
621	NM_001003221	chr2	-	4754074	4804358	4754499	4804358	8	4754074,4759764,4764060,4775455,4784150,4784435,4787994,4804238,	4754644,4759921,4764096,4775644,4784293,4784533,4788141,4804358,	0	CREM	cmpl	cmpl	2,1,1,1,2,0,0,0,
640	NR_128861	chr2	+	7218838	7218951	7218951	7218951	1	7218838,	7218951,	0	MIR8864-4	unk	unk	-1,
640	NR_128817	chr2	+	7218838	7218951	7218951	7218951	1	7218838,	7218951,	0	MIR8864-1	unk	unk	-1,
643	NR_128861	chr2	-	7602184	7602297	7602297	7602297	1	7602184,	7602297,	0	MIR8864-4	unk	unk	-1,
643	NR_128817	chr2	-	7602184	7602297	7602297	7602297	1	7602184,	7602297,	0	MIR8864-1	unk	unk	-1,
663	NM_001077439	chr2	-	10256685	10341871	10256685	10341871	16	10256685,10264895,10265327,10271703,10275425,10282128,10284689,10286640,10318290,10329842,10334363,10335047,10339444,10340683,10341027,10341795,	10256859,10264985,10265435,10271853,10275504,10282193,10284806,10286695,10318370,10329958,10334476,10335138,10339678,10340833,10341087,10341871,	0	GAD2	cmpl	cmpl	0,0,0,0,2,0,0,2,0,1,2,1,1,1,1,0,
689	NM_001252346	chr2	-	13719005	13722880	13719274	13722858	8	13719005,13720249,13720403,13720550,13720982,13721111,13721284,13722719,	13719334,13720309,13720460,13720611,13721017,13721175,13721396,13722880,	0	COMMD3	cmpl	cmpl	0,0,0,2,0,2,1,0,
689	NM_001287063	chr2	-	13707498	13717740	13709451	13712605	10	13707498,13709864,13710310,13710832,13710956,13711219,13711389,13712050,13712493,13717511,	13709781,13709945,13710409,13710878,13711065,13711270,13711445,13712147,13712624,13717740,	0	BMI1	cmpl	cmpl	0,0,0,2,1,1,2,1,0,-1,
746	NR_128864	chr2	-	21219895	21220040	21220040	21220040	1	21219895,	21220040,	0	MIR8895	unk	unk	-1,
754	NR_131895	chr2	+	22195369	22215972	22215972	22215972	6	22195369,22204807,22205108,22205203,22212524,22215796,	22195551,22204925,22205127,22205292,22212703,22215972,	0	HACD1	unk	unk	-1,-1,-1,-1,-1,-1,
754	NM_001025269	chr2	+	22195369	22215972	22195411	22215879	7	22195369,22204807,22205108,22205203,22208437,22212524,22215796,	22195551,22204925,22205127,22205292,22208559,22212703,22215972,	0	HACD1	cmpl	cmpl	0,2,0,1,0,2,1,
756	NM_001287023	chr2	-	22506210	22514262	22506534	22514125	9	22506210,22507415,22507903,22508529,22509100,22509747,22509995,22512856,22513562,	22506576,22507501,22507947,22508750,22509226,22509909,22510091,22512917,22514262,	0	VIM	cmpl	cmpl	0,1,2,0,0,0,0,2,0,
783	NM_001253720	chr2	+	26023908	26044727	26024102	26044507	9	26023908,26027336,26029703,26030429,26033560,26035650,26038981,26041790,26044453,	26024177,26027395,26029814,26030598,26033642,26035832,26039131,26041925,26044727,	0	LOC478000	cmpl	cmpl	0,0,2,2,0,1,0,0,0,
783	NM_001190410	chr2	+	25986659	26015182	25986737	26014079	8	25986659,25992705,25995341,25996451,26000902,26003572,26011431,26013864,	25986930,25992809,25995449,25996606,26000993,26003672,26011644,26015182,	0	SEPHS1	cmpl	cmpl	0,1,0,0,2,0,1,1,
836	NM_001003184	chr2	+	32993196	33011385	32993196	33011385	10	32993196,32995364,32999140,33003350,33003782,33007991,33009497,33010826,33011102,33011238,	32993305,32995464,32999275,33003549,33003914,33008091,33009669,33010971,33011157,33011385,	0	GDI2	incmpl	cmpl	2,0,1,1,2,2,0,1,2,0,
840	NM_001012344	chr2	+	33507621	33532409	33516957	33532124	11	33507621,33508184,33516921,33518718,33522570,33523382,33524703,33526526,33527550,33528154,33532081,	33507668,33508245,33517044,33518886,33522687,33523460,33524826,33526636,33527716,33528237,33532409,	0	AKR1C3	cmpl	cmpl	-1,-1,0,0,0,0,0,0,2,0,2,
871	NM_001109957	chr2	-	37548456	37556643	37548554	37556600	14	37548456,37550978,37551515,37551757,37552047,37552699,37553154,37553578,37553811,37554160,37554388,37555183,37555797,37556564,	37548802,37551074,37551659,37551887,37552153,37552847,37553311,37553699,37553993,37554228,37554477,37555341,37555932,37556643,	0	SLC23A1	cmpl	cmpl	1,1,1,0,2,1,0,2,0,1,2,0,0,0,
